#NAME?,"Sorry, the query is too large to fit into the Excel cell. You will not be able to update your table with the .Stat Populator.",,,,,,,,
Country,Time,Product,Sector,Total tax (USD/unit),Total price (USD/unit),Total tax (USD/toe NCV),Total price (USD/toe NCV),Total tax (USD/unit using PPP),Total price (USD/unit using PPP)
,,,Households,..,0.48989,..,590.106637,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.489604,..,592.554874,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.406913,..,490.115746,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,9.519878,..,123.018092,..,..
,,,Households,..,24.196831,..,312.677108,..,..
,,Steam coal (tonne),Industry,..,38.879946,..,64.520454,..,..
,,,Households,..,112.106218,..,189.231455,..,..
,,,Electricity generation,..,30.678854,..,52.538683,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,49.507057,..,575.663449,..,..
,,,Households,..,88.309727,..,1026.857288,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q3-1999,High sulphur fuel oil (tonne),Industry,..,160.982701,..,167.935034,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,217.016425,..,250.958608,..,..
,,,Households,..,337.782632,..,389.982308,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.498622,..,574.845455,..,..
,,,Households,..,0.562967,..,649.008635,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.516007,..,621.566013,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.518309,..,627.295236,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.436789,..,526.100331,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,9.904191,..,127.98427,..,..
,,,Households,..,27.876294,..,360.223989,..,..
,,Steam coal (tonne),Industry,..,38.871297,..,64.506101,..,..
,,,Households,..,112.886452,..,190.548465,..,..
,,,Electricity generation,..,30.195824,..,51.750307,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,52.351748,..,608.741256,..,..
,,,Households,..,89.330724,..,1038.729345,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q4-1999,High sulphur fuel oil (tonne),Industry,..,190.560254,..,198.789948,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,244.52601,..,282.770796,..,..
,,,Households,..,368.678813,..,425.653071,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.529118,..,610.003012,..,..
,,,Households,..,0.599143,..,690.713242,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.529992,..,638.412121,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.535016,..,647.486394,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.458077,..,551.740647,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,10.454627,..,135.097136,..,..
,,,Households,..,23.845277,..,308.134254,..,..
,,Steam coal (tonne),Industry,..,39.209089,..,65.066661,..,..
,,,Households,..,115.886473,..,195.612398,..,..
,,,Electricity generation,..,29.852985,..,51.162742,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,50.788307,..,590.56171,..,..
,,,Households,..,87.38891,..,1016.150119,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q1-2000,High sulphur fuel oil (tonne),Industry,..,194.008311,..,201.458328,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,270.767231,..,312.974051,..,..
,,,Households,..,397.19619,..,459.877137,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.547097,..,630.33643,..,..
,,,Households,..,0.621866,..,717.065032,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.553047,..,666.026947,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.55478,..,671.289294,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.482597,..,581.27605,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,11.285546,..,145.834467,..,..
,,,Households,..,23.313968,..,301.268548,..,..
,,Steam coal (tonne),Industry,..,39.504073,..,65.702519,..,..
,,,Households,..,113.483073,..,194.777131,..,..
,,,Electricity generation,..,30.063104,..,51.543266,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,49.649073,..,577.314808,..,..
,,,Households,..,84.913977,..,987.371831,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q2-2000,High sulphur fuel oil (tonne),Industry,..,200.293055,..,207.984409,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,263.558556,..,304.641698,..,..
,,,Households,..,390.515534,..,452.142216,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.53138,..,612.228191,..,..
,,,Households,..,0.606165,..,698.960859,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.577106,..,695.001744,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.577061,..,698.250209,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.507498,..,611.269229,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,12.045375,..,155.653154,..,..
,,,Households,..,25.770027,..,333.006316,..,..
,,Steam coal (tonne),Industry,..,39.548065,..,65.775685,..,..
,,,Households,..,105.777715,..,181.552009,..,..
,,,Electricity generation,..,29.807375,..,51.104818,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,49.279535,..,573.017846,..,..
,,,Households,..,87.746569,..,1020.308943,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q3-2000,High sulphur fuel oil (tonne),Industry,..,209.10239,..,217.134631,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,297.034703,..,343.33606,..,..
,,,Households,..,424.974695,..,492.039327,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.546306,..,629.424715,..,..
,,,Households,..,0.621519,..,716.66522,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.576687,..,694.497304,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.575837,..,696.768772,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.511031,..,615.524779,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,13.707201,..,177.127663,..,..
,,,Households,..,29.998532,..,387.648047,..,..
,,Steam coal (tonne),Industry,..,39.114265,..,65.054196,..,..
,,,Households,..,105.961948,..,181.868217,..,..
,,,Electricity generation,..,29.441696,..,50.47786,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,53.040135,..,616.745758,..,..
,,,Households,..,89.088923,..,1035.917711,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q4-2000,High sulphur fuel oil (tonne),Industry,..,216.645855,..,224.967862,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,293.17808,..,338.878272,..,..
,,,Households,..,440.423069,..,509.925586,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.563197,..,648.88513,..,..
,,,Households,..,0.641082,..,739.223605,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.561699,..,676.447454,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.560103,..,677.730121,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.502701,..,605.491048,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,16.726161,..,216.139366,..,..
,,,Households,..,27.094835,..,350.125793,..,..
,,Steam coal (tonne),Industry,..,39.649724,..,65.953365,..,..
,,,Households,..,108.302879,..,185.886083,..,..
,,,Electricity generation,..,29.981625,..,51.407843,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,51.392471,..,597.586876,..,..
,,,Households,..,84.748366,..,985.446122,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q1-2001,High sulphur fuel oil (tonne),Industry,..,193.049722,..,200.110416,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,265.483026,..,306.43252,..,..
,,,Households,..,397.317948,..,460.059103,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.536879,..,618.53697,..,..
,,,Households,..,0.609301,..,702.451737,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.549798,..,662.132606,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.547889,..,662.899713,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.485592,..,585.039025,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,20.775312,..,268.463442,..,..
,,,Households,..,30.514937,..,394.321151,..,..
,,Steam coal (tonne),Industry,..,39.887661,..,65.518613,..,..
,,,Households,..,119.763325,..,201.617729,..,..
,,,Electricity generation,..,31.079564,..,53.461599,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,48.524825,..,564.242151,..,..
,,,Households,..,85.655332,..,995.992233,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q2-2001,High sulphur fuel oil (tonne),Industry,..,185.254747,..,192.030344,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,255.854797,..,295.319182,..,..
,,,Households,..,388.853014,..,450.257457,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.519875,..,598.946791,..,..
,,,Households,..,0.591087,..,681.453642,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.585741,..,705.430788,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.58068,..,702.212049,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.518982,..,625.267692,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,16.248884,..,209.971877,..,..
,,,Households,..,32.072638,..,414.450127,..,..
,,Steam coal (tonne),Industry,..,41.312773,..,67.859472,..,..
,,,Households,..,116.848463,..,196.710653,..,..
,,,Electricity generation,..,31.659835,..,54.459755,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,54.446765,..,633.101919,..,..
,,,Households,..,89.000912,..,1034.894329,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q3-2001,High sulphur fuel oil (tonne),Industry,..,190.034288,..,196.984695,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,251.358313,..,290.129136,..,..
,,,Households,..,385.335136,..,446.184065,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.517862,..,596.62761,..,..
,,,Households,..,0.589173,..,679.247266,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.544711,..,656.016832,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.543434,..,657.171327,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.482177,..,580.925345,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,12.849122,..,166.039364,..,..
,,,Households,..,32.593786,..,421.184526,..,..
,,Steam coal (tonne),Industry,..,40.988376,..,67.326624,..,..
,,,Households,..,116.177829,..,195.581661,..,..
,,,Electricity generation,..,32.143289,..,55.291368,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,56.722656,..,659.565764,..,..
,,,Households,..,91.427428,..,1063.109627,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q4-2001,High sulphur fuel oil (tonne),Industry,..,175.133758,..,181.539185,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,222.796698,..,257.162029,..,..
,,,Households,..,348.517573,..,403.552579,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.492375,..,567.263615,..,..
,,,Households,..,0.561757,..,647.639326,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.481186,..,579.512023,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.482094,..,582.993393,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.423527,..,510.263954,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,12.354789,..,159.651478,..,..
,,,Households,..,26.191009,..,338.446353,..,..
,,Steam coal (tonne),Industry,..,41.010952,..,67.363707,..,..
,,,Households,..,123.638792,..,208.141954,..,..
,,,Electricity generation,..,31.876052,..,54.831681,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,54.175454,..,629.947141,..,..
,,,Households,..,89.154885,..,1036.684706,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q1-2002,High sulphur fuel oil (tonne),Industry,..,177.802036,..,184.740585,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,212.391873,..,245.294329,..,..
,,,Households,..,328.765258,..,381.045211,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.472694,..,544.585553,..,..
,,,Households,..,0.538201,..,620.512237,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.469135,..,564.904478,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.473111,..,572.036442,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.412416,..,496.895735,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,13.181919,..,170.339845,..,..
,,,Households,..,27.036153,..,349.367493,..,..
,,Steam coal (tonne),Industry,..,40.980591,..,67.670447,..,..
,,,Households,..,119.458211,..,211.289937,..,..
,,,Electricity generation,..,32.328746,..,55.871722,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,55.163205,..,641.432613,..,..
,,,Households,..,86.878532,..,1010.215493,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q2-2002,High sulphur fuel oil (tonne),Industry,..,203.352693,..,211.288332,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,237.806049,..,274.645514,..,..
,,,Households,..,360.442613,..,417.759872,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.508259,..,585.560082,..,..
,,,Households,..,0.579381,..,667.990525,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.534981,..,644.192421,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.538028,..,650.526423,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.471772,..,568.409912,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,13.583328,..,175.526943,..,..
,,,Households,..,29.297322,..,378.586852,..,..
,,Steam coal (tonne),Industry,..,41.002993,..,67.707439,..,..
,,,Households,..,120.549651,..,213.220404,..,..
,,,Electricity generation,..,32.307931,..,55.83575,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,55.576633,..,646.239917,..,..
,,,Households,..,91.254013,..,1061.093169,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q3-2002,High sulphur fuel oil (tonne),Industry,..,220.207993,..,228.801393,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,257.80935,..,297.747606,..,..
,,,Households,..,383.522177,..,444.509526,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.532981,..,614.041758,..,..
,,,Households,..,0.608596,..,701.673607,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.549774,..,662.005733,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.551723,..,667.085579,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.482607,..,581.463521,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,13.352603,..,172.545455,..,..
,,,Households,..,33.800862,..,436.782649,..,..
,,Steam coal (tonne),Industry,..,40.011581,..,66.070339,..,..
,,,Households,..,121.478982,..,214.864145,..,..
,,,Electricity generation,..,31.535132,..,54.267404,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,58.326374,..,678.21365,..,..
,,,Households,..,94.240361,..,1095.818147,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q4-2002,High sulphur fuel oil (tonne),Industry,..,223.797637,..,232.531119,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,268.417598,..,309.999219,..,..
,,,Households,..,391.959049,..,454.288022,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.553365,..,637.525683,..,..
,,,Households,..,0.631147,..,727.672678,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.557013,..,670.722641,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.557942,..,674.604663,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.483524,..,582.569277,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,15.400409,..,199.007685,..,..
,,,Households,..,29.954677,..,387.081343,..,..
,,Steam coal (tonne),Industry,..,40.65127,..,67.126646,..,..
,,,Households,..,127.312632,..,225.182328,..,..
,,,Electricity generation,..,31.315167,..,54.041003,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,58.053997,..,675.046478,..,..
,,,Households,..,91.824252,..,1067.723855,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q1-2003,High sulphur fuel oil (tonne),Industry,..,247.187506,..,256.764553,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,321.312433,..,371.457334,..,..
,,,Households,..,457.210965,..,528.848183,..,..
,,,Electricity generation,..,..,..,..,..,..
